id,fidelidade,sexo,idade,atendimento,sortimento,acessibilidade,preço
1445,sim,feminino,34,3,5,5,4
1446,sim,masculino,34,5,4,5,4
1447,sim,feminino,34,4,4,5,4
1448,sim,feminino,34,4,4,3,3
1449,sim,feminino,41,4,4,3,5
1450,sim,feminino,41,4,4,3,5
1451,sim,feminino,34,3,5,5,4
1452,sim,feminino,35,4,4,3,3
1453,sim,feminino,34,4,1,3,3
1454,sim,feminino,35,3,4,3,3
1455,sim,feminino,34,4,4,5,4
1456,sim,feminino,35,4,4,3,3
1457,sim,feminino,34,4,4,5,4
1458,sim,feminino,35,4,4,4,2
1459,sim,feminino,35,3,4,5,4
1460,sim,feminino,35,4,4,3,3
1461,sim,feminino,35,4,4,5,4
1462,sim,masculino,34,4,4,3,5
1463,sim,masculino,34,4,4,3,3
1464,sim,feminino,34,3,5,3,3
1465,sim,feminino,34,4,5,4,2
1466,sim,feminino,34,1,3,5,4
1467,sim,feminino,34,4,4,5,4
1468,sim,masculino,34,4,4,5,4
1469,sim,feminino,34,4,4,3,5
1470,sim,feminino,35,4,4,4,2
1471,sim,feminino,35,4,5,3,5
1472,sim,feminino,34,4,5,3,3
1473,sim,masculino,34,3,2,3,5
1474,sim,feminino,35,4,4,3,3
1475,sim,masculino,34,4,4,3,5
1476,sim,masculino,34,4,4,3,3
1477,sim,feminino,34,2,5,2,3
1478,sim,feminino,39,3,4,3,3
1479,sim,masculino,35,4,4,5,4
1480,sim,feminino,34,3,5,5,4
1481,sim,feminino,34,3,5,5,4
1482,sim,masculino,35,4,4,5,4
1483,sim,masculino,36,4,4,5,4
1484,sim,feminino,34,3,5,5,4
1485,sim,feminino,34,3,5,3,3
1486,sim,feminino,34,4,1,3,3
1487,sim,masculino,34,4,4,5,4
1488,sim,feminino,39,3,4,3,3
1489,sim,masculino,34,3,5,3,1
1490,sim,feminino,35,4,4,5,4
1491,sim,feminino,34,4,4,3,3
1492,sim,feminino,34,4,4,3,3
1493,sim,feminino,34,4,4,5,4
1494,sim,feminino,35,4,4,5,4
1495,sim,feminino,41,4,4,3,5
1496,sim,feminino,35,4,5,4,2
1497,sim,feminino,42,4,4,3,3
1498,sim,feminino,34,4,4,5,4
1499,sim,masculino,34,4,4,5,4
1500,sim,feminino,34,1,3,5,4
1501,sim,feminino,35,3,4,5,4
1502,sim,feminino,34,4,1,3,3
1503,sim,feminino,35,4,4,4,2
1504,sim,feminino,34,2,2,3,3
1505,sim,feminino,34,5,5,5,4
1506,sim,feminino,34,4,4,5,5
1507,sim,feminino,34,4,5,3,3
1508,sim,masculino,34,3,4,5,4
1509,sim,masculino,34,4,4,3,3
1510,sim,masculino,34,5,4,5,4
1511,sim,feminino,35,3,4,3,3
1512,sim,masculino,34,4,4,3,3
1513,sim,feminino,34,4,4,5,4
1514,sim,masculino,34,4,4,5,4
1515,sim,feminino,34,4,3,3,3
1516,sim,feminino,34,4,1,3,3
1517,sim,feminino,34,4,3,3,3
1518,sim,feminino,34,2,5,2,3
1519,sim,feminino,35,4,4,5,4
1520,sim,feminino,35,4,4,3,3
1521,sim,feminino,34,4,3,3,3
1522,sim,feminino,34,5,5,5,4
1523,sim,feminino,34,4,4,5,4
1524,sim,feminino,34,4,4,3,3
1525,sim,feminino,41,4,4,3,5
1526,sim,masculino,34,3,2,3,5
1527,sim,feminino,36,4,4,5,4
1528,sim,feminino,34,3,5,5,4
1529,sim,feminino,34,2,5,2,3
1530,sim,feminino,34,3,5,5,4
1531,sim,feminino,35,4,4,3,3
1532,sim,masculino,34,4,4,3,5
1533,sim,feminino,34,3,5,5,4
1534,sim,feminino,34,2,2,3,3
1535,sim,feminino,34,5,5,5,4
1536,sim,feminino,34,2,5,2,3
1537,sim,masculino,37,3,3,3,5
1538,sim,feminino,34,3,5,5,4
1539,sim,feminino,34,4,4,5,4
1540,sim,feminino,34,4,4,5,4
1541,sim,feminino,34,4,3,3,3
1542,sim,feminino,34,4,5,4,2
1543,sim,masculino,34,4,4,3,3
1544,sim,feminino,34,4,4,3,5
1545,sim,feminino,34,4,1,3,3
1546,sim,feminino,34,3,2,3,3
1547,sim,feminino,41,4,4,3,5
1548,sim,masculino,34,3,2,3,5
1549,sim,masculino,34,4,4,3,5
1550,sim,feminino,34,3,5,5,4
1551,sim,feminino,42,4,4,3,3
1552,sim,feminino,34,5,5,3,5
1553,sim,feminino,34,3,5,5,4
1554,sim,feminino,34,1,3,5,4
1555,sim,masculino,34,4,4,1,3
1556,sim,feminino,35,3,4,5,4
1557,sim,masculino,34,5,4,5,4
1558,sim,feminino,35,4,4,5,4
1559,sim,feminino,34,2,2,3,3
1560,sim,masculino,34,3,5,3,1
1561,sim,masculino,34,4,4,1,3
1562,sim,feminino,34,4,4,3,3
1563,sim,feminino,34,4,4,3,3
1564,sim,feminino,34,4,4,5,4
1565,sim,feminino,34,4,4,5,4
1566,sim,masculino,37,3,3,3,5
1567,sim,feminino,34,4,4,5,5
1568,sim,feminino,39,3,4,3,3
1569,sim,feminino,34,3,5,5,4
1570,sim,feminino,34,4,4,3,5
1571,sim,feminino,34,4,1,3,3
1572,sim,masculino,34,3,2,3,5
1573,sim,feminino,35,4,4,4,2
1574,sim,feminino,35,4,4,3,3
1575,sim,feminino,35,3,4,3,3
1576,sim,feminino,34,4,4,3,3
1577,sim,masculino,34,3,4,5,4
1578,sim,masculino,34,3,4,5,4
1579,sim,feminino,42,4,4,3,3
1580,sim,masculino,34,4,4,5,4
1581,sim,masculino,34,4,4,5,4
1582,sim,masculino,34,4,4,1,3
1583,sim,masculino,34,3,5,3,1
1584,sim,masculino,36,4,4,5,4
1585,sim,feminino,34,5,5,3,5
1586,sim,feminino,34,3,5,5,4
1587,sim,feminino,34,4,5,4,2
1588,sim,feminino,34,4,5,4,2
1589,sim,masculino,36,4,4,5,4
1590,sim,feminino,34,5,5,3,5
1591,sim,feminino,34,3,5,5,4
1592,sim,feminino,34,4,4,3,3
1593,sim,feminino,34,4,4,5,4
1594,sim,feminino,34,4,5,3,3
1595,sim,feminino,35,3,4,5,4
1596,sim,feminino,34,4,4,5,4
1597,sim,feminino,34,1,3,5,4
1598,sim,masculino,34,3,2,3,5
1599,sim,feminino,34,4,4,3,3
1600,sim,feminino,35,3,4,5,4
1601,sim,masculino,34,4,4,3,5
1602,sim,feminino,34,4,4,5,4
1603,sim,feminino,34,4,4,5,4
1604,sim,feminino,34,4,4,5,4
1605,sim,masculino,34,4,4,3,5
1606,sim,masculino,34,3,4,5,4
1607,sim,feminino,35,4,4,5,4
1608,sim,masculino,34,4,4,5,4
1609,sim,masculino,34,3,5,3,1
1610,sim,masculino,36,4,4,5,4
1611,sim,feminino,34,4,4,3,3
1612,sim,feminino,34,3,2,3,3
1613,sim,feminino,34,5,5,3,5
1614,sim,feminino,41,4,4,3,5
1615,sim,feminino,34,4,4,5,4
1616,sim,feminino,35,4,5,4,2
1617,sim,feminino,34,4,5,3,3
1618,sim,feminino,34,4,4,5,4
1619,sim,feminino,34,5,3,4,2
1620,sim,masculino,34,4,4,5,4
1621,sim,feminino,34,3,5,5,4
1622,sim,feminino,35,4,5,3,5
1623,sim,masculino,34,4,4,5,4
1624,sim,feminino,34,4,4,5,4
1625,sim,feminino,34,5,5,3,5
1626,sim,feminino,34,5,4,3,5
1627,sim,masculino,34,4,4,3,5
1628,sim,feminino,35,3,4,5,4
1629,sim,feminino,42,4,4,3,3
1630,sim,feminino,35,4,4,4,2
1631,sim,feminino,34,4,4,5,4
1632,sim,masculino,36,4,4,3,3
1633,sim,feminino,34,4,1,3,3
1634,sim,masculino,34,4,4,5,4
1635,sim,feminino,34,3,5,3,3
1636,sim,feminino,34,4,3,3,3
1637,sim,masculino,34,3,4,5,4
1638,sim,feminino,35,4,4,3,3
1639,sim,feminino,34,3,5,5,4
1640,sim,feminino,34,4,1,3,3
1641,sim,feminino,34,2,2,3,3
1642,sim,feminino,34,4,5,4,2
1643,sim,feminino,34,4,4,5,4
1644,sim,masculino,34,3,2,3,5
1645,sim,feminino,35,3,5,5,4
1646,sim,feminino,34,4,4,5,4
1647,sim,feminino,41,4,4,3,5
1648,sim,feminino,34,3,5,5,4
1649,sim,feminino,34,5,5,3,5
1650,sim,masculino,34,4,4,5,4
1651,sim,feminino,34,5,3,4,2
1652,sim,feminino,34,4,1,3,3
1653,sim,masculino,35,4,4,5,4
1654,sim,feminino,34,2,2,3,3
1655,sim,feminino,34,4,4,5,5
1656,sim,masculino,34,4,4,5,4
1657,sim,feminino,34,3,5,5,4
1658,sim,masculino,34,4,4,5,4
1659,sim,feminino,35,3,4,5,4
1660,sim,feminino,35,3,5,5,4
1661,sim,feminino,35,4,4,4,2
1662,sim,feminino,35,3,4,5,4
1663,sim,feminino,34,4,4,5,4
1664,sim,feminino,34,5,4,3,5
1665,sim,feminino,34,5,5,5,4
1666,sim,feminino,34,4,4,3,5
1667,sim,masculino,36,4,4,5,4
1668,sim,masculino,34,3,2,3,5
1669,sim,feminino,34,5,5,5,4
1670,sim,masculino,34,5,4,5,4
1671,sim,masculino,34,3,2,3,5
1672,sim,masculino,34,3,5,3,1
1673,sim,masculino,34,4,4,5,4
1674,sim,feminino,42,4,4,3,3
1675,sim,feminino,34,4,1,3,3
1676,sim,feminino,35,3,4,5,4
1677,sim,feminino,35,4,4,3,3
1678,sim,feminino,34,3,5,3,3
1679,sim,feminino,35,4,4,4,2
1680,sim,feminino,34,4,4,5,4
1681,sim,feminino,41,4,4,3,5
1682,sim,feminino,34,5,5,5,4
1683,sim,feminino,35,4,4,4,2
1684,sim,feminino,34,4,4,3,5
1685,sim,feminino,34,2,2,3,3
1686,sim,feminino,34,4,4,5,4
1687,sim,feminino,34,4,4,5,4
1688,sim,feminino,35,3,4,5,4
1689,sim,feminino,34,3,5,5,4
1690,sim,masculino,36,4,4,3,3
1691,sim,feminino,35,4,4,3,3
1692,sim,masculino,34,4,4,1,3
1693,sim,feminino,34,3,5,5,4
1694,sim,feminino,34,4,4,5,5
1695,sim,feminino,35,4,5,3,5
1696,sim,masculino,37,3,3,3,5
1697,sim,feminino,34,4,4,3,3
1698,sim,feminino,35,4,4,5,4
1699,sim,masculino,34,4,4,1,3
1700,sim,feminino,41,4,4,3,5
1701,sim,feminino,35,3,4,5,4
1702,sim,feminino,36,4,4,5,4
1703,sim,feminino,34,4,4,5,4
1704,sim,feminino,34,3,5,3,3
1705,sim,feminino,34,5,5,3,5
1706,sim,masculino,35,4,4,5,4
1707,sim,feminino,34,4,4,5,4
1708,sim,feminino,35,4,4,3,3
1709,sim,feminino,34,5,4,3,5
1710,sim,feminino,34,5,3,4,2
1711,sim,feminino,34,4,1,3,3
1712,sim,feminino,34,1,3,5,4
1713,sim,feminino,35,4,4,5,4
1714,sim,feminino,35,4,4,5,4
1715,sim,masculino,37,3,3,3,5
1716,sim,feminino,35,3,4,5,4
1717,sim,feminino,35,4,4,5,4
1718,sim,masculino,34,4,4,5,4
1719,sim,masculino,36,4,4,3,3
1720,sim,feminino,35,4,4,3,3
1721,sim,feminino,34,5,5,5,4
1722,sim,feminino,35,4,4,3,3
1723,sim,masculino,34,4,4,5,4
1724,sim,feminino,34,4,5,4,2
1725,sim,feminino,36,4,4,5,4
1726,sim,feminino,36,4,4,5,4
1727,sim,feminino,35,4,4,3,3
1728,sim,feminino,34,4,4,5,4
1729,sim,feminino,35,4,4,5,4
1730,sim,feminino,34,3,5,3,3
1731,sim,masculino,34,4,4,5,4
1732,sim,feminino,35,3,4,5,4
1733,sim,feminino,34,4,3,3,3
1734,sim,masculino,36,4,4,5,4
1735,sim,feminino,34,4,4,5,4
1736,sim,feminino,35,4,4,4,2
1737,sim,masculino,36,4,4,5,4
1738,sim,feminino,34,4,4,3,3
1739,sim,feminino,34,5,3,4,2
1740,sim,feminino,34,1,3,5,4
1741,sim,feminino,34,4,4,5,4
1742,sim,masculino,36,4,4,5,4
1743,sim,feminino,34,5,5,3,5
1744,sim,feminino,34,4,4,5,4
1745,sim,feminino,35,4,5,4,2
1746,sim,masculino,35,4,4,5,4
1747,sim,feminino,34,3,2,3,3
1748,sim,masculino,34,4,4,1,3
1749,sim,feminino,34,2,5,2,3
1750,sim,feminino,34,4,4,5,5
1751,sim,feminino,34,5,3,4,2
1752,sim,masculino,34,4,4,5,4
1753,sim,masculino,37,3,3,3,5
1754,sim,feminino,34,3,5,3,3
1755,sim,feminino,34,3,5,5,4
1756,sim,masculino,34,4,4,5,4
1757,sim,masculino,34,3,4,5,4
1758,sim,masculino,34,4,4,5,4
1759,sim,feminino,34,2,2,3,3
1760,sim,feminino,35,4,5,3,5
1761,sim,masculino,34,4,4,5,4
1762,sim,feminino,35,4,4,3,3
1763,sim,masculino,34,4,4,3,5
1764,sim,masculino,34,5,4,5,4
1765,sim,feminino,34,4,4,5,4
1766,sim,feminino,34,2,5,2,3
1767,sim,feminino,34,3,2,3,3
1768,sim,feminino,34,4,4,5,4
1769,sim,feminino,34,1,3,5,4
1770,sim,feminino,35,4,5,3,5
1771,sim,feminino,36,4,4,5,4
1772,sim,feminino,34,1,3,5,4
1773,sim,feminino,35,3,5,5,4
1774,sim,feminino,34,4,4,5,4
1775,sim,feminino,39,3,4,3,3
1776,sim,feminino,35,3,4,3,3
1777,sim,feminino,35,4,5,3,5
1778,sim,feminino,34,5,4,3,5
1779,sim,feminino,35,4,4,4,2
1780,sim,feminino,34,2,5,2,3
1781,sim,masculino,36,4,4,3,3
1782,sim,masculino,37,3,3,3,5
1783,sim,masculino,34,4,4,3,5
1784,sim,feminino,35,4,4,5,4
1785,sim,feminino,34,5,5,3,5
1786,sim,feminino,34,4,4,5,4
1787,sim,feminino,34,4,4,5,4
1788,sim,feminino,35,4,4,4,2
1789,sim,feminino,34,3,2,3,3
1790,sim,feminino,35,4,5,3,5
1791,sim,feminino,35,4,4,3,3
1792,sim,feminino,34,5,5,5,4
1793,sim,feminino,34,2,5,2,3
1794,sim,feminino,41,4,4,3,5
1795,sim,feminino,34,3,5,5,4
1796,sim,masculino,34,3,5,3,1
1797,sim,feminino,34,2,5,2,3
1798,sim,feminino,34,3,5,3,3
1799,sim,feminino,39,3,4,3,3
1800,sim,feminino,35,3,4,3,3
1801,sim,feminino,34,3,5,5,4
1802,sim,feminino,34,4,4,5,5
1803,sim,feminino,35,4,5,4,2
1804,sim,feminino,42,4,4,3,3
1805,sim,masculino,34,4,4,1,3
1806,sim,feminino,35,3,4,5,4
1807,sim,masculino,34,4,4,5,4
1808,sim,feminino,35,3,4,3,3
1809,sim,masculino,37,3,3,3,5
1810,sim,feminino,35,4,4,3,3
1811,sim,feminino,34,2,5,2,3
1812,sim,feminino,34,3,2,3,3
1813,sim,masculino,36,4,4,5,4
1814,sim,feminino,34,4,4,3,5
1815,sim,masculino,34,4,4,5,4
1816,sim,feminino,35,4,4,3,3
1817,sim,feminino,34,4,5,3,3
1818,sim,masculino,34,4,4,5,4
1819,sim,feminino,39,3,4,3,3
1820,sim,masculino,37,3,3,3,5
1821,sim,feminino,34,3,5,5,4
1822,sim,feminino,34,4,4,5,5
1823,sim,feminino,34,5,3,4,2
1824,sim,masculino,34,4,4,3,3
1825,sim,feminino,34,5,3,4,2
1826,sim,feminino,34,3,5,5,4
1827,sim,masculino,34,4,4,1,3
1828,sim,feminino,34,5,3,4,2
1829,sim,masculino,34,4,4,3,3
1830,sim,feminino,34,4,5,3,3
1831,sim,masculino,35,4,4,5,4
1832,sim,feminino,34,3,5,5,4
1833,sim,feminino,34,4,4,3,3
1834,sim,feminino,34,4,5,3,3
1835,sim,feminino,35,4,4,5,4
1836,sim,masculino,34,4,4,3,5
1837,sim,feminino,34,4,4,5,4
1838,sim,masculino,34,3,2,3,5
1839,sim,feminino,35,3,4,3,3
1840,sim,feminino,39,3,4,3,3
1841,sim,feminino,34,4,4,3,5
1842,sim,feminino,34,4,5,4,2
1843,sim,feminino,35,4,4,5,4
1844,sim,feminino,34,4,4,5,4
1845,sim,masculino,34,5,4,5,4
1846,sim,feminino,34,4,4,5,4
1847,sim,feminino,34,4,5,4,2
1848,sim,masculino,34,4,4,3,5
1849,sim,feminino,34,4,4,5,4
1850,sim,masculino,34,3,2,3,5
1851,sim,masculino,34,4,4,5,4
1852,sim,feminino,34,4,4,3,3
1853,sim,feminino,35,4,4,4,2
1854,sim,feminino,34,4,4,5,5
1855,sim,feminino,35,4,4,3,3
1856,sim,feminino,35,4,5,4,2
1857,sim,masculino,34,3,5,3,1
1858,sim,masculino,34,4,4,3,3
1859,sim,feminino,34,2,5,2,3
1860,sim,feminino,34,4,4,3,3
1861,sim,masculino,34,3,4,5,4
1862,sim,feminino,35,4,4,5,4
1863,sim,feminino,34,3,5,5,4
1864,sim,feminino,34,3,5,5,4
1865,sim,masculino,34,4,4,3,3
1866,sim,masculino,34,3,2,3,5
1867,sim,masculino,34,4,4,3,3
1868,sim,feminino,34,5,5,3,5
1869,sim,feminino,35,3,4,3,3
1870,sim,feminino,34,5,5,3,5
1871,sim,feminino,35,4,5,4,2
1872,sim,feminino,34,4,4,5,4
1873,sim,feminino,34,4,4,5,4
1874,sim,masculino,37,3,3,3,5
1875,sim,feminino,35,4,4,5,4
1876,sim,feminino,35,4,4,4,2
1877,sim,feminino,35,3,4,3,3
1878,sim,feminino,35,3,5,5,4
1879,sim,feminino,34,3,2,3,3
1880,sim,feminino,34,4,5,3,3
1881,sim,masculino,34,4,4,5,4
1882,sim,feminino,34,2,5,2,3
1883,sim,feminino,35,3,4,3,3
1884,sim,masculino,34,4,4,5,4
1885,sim,masculino,34,4,4,5,4
1886,sim,feminino,34,5,5,3,5
1887,sim,feminino,39,3,4,3,3
1888,sim,masculino,36,4,4,3,3
1889,sim,feminino,34,4,3,3,3
1890,sim,feminino,34,4,4,5,5
1891,sim,feminino,35,4,4,3,3
1892,sim,masculino,34,4,4,3,3
1893,sim,masculino,34,3,2,3,5
1894,sim,masculino,34,4,4,5,4
1895,sim,masculino,34,4,4,5,4
1896,sim,masculino,36,4,4,3,3
1897,sim,masculino,34,4,4,1,3
1898,sim,feminino,36,4,4,5,4
1899,sim,feminino,35,3,4,3,3
1900,sim,feminino,34,4,4,5,4
1901,sim,masculino,34,4,4,3,5
1902,sim,feminino,34,4,5,3,3
1903,sim,feminino,34,4,5,4,2
1904,sim,feminino,34,4,4,3,3
1905,sim,feminino,35,4,4,4,2
1906,sim,feminino,34,3,5,5,4
1907,sim,feminino,34,2,2,3,3
1908,sim,feminino,35,3,5,5,4
1909,sim,masculino,34,4,4,1,3
1910,sim,feminino,34,5,5,3,5
1911,sim,masculino,34,4,4,5,4
1912,sim,masculino,36,4,4,5,4
1913,sim,masculino,34,5,4,5,4
1914,sim,feminino,35,3,4,3,3
1915,sim,feminino,42,4,4,3,3
1916,sim,feminino,34,3,5,5,4
1917,sim,feminino,35,3,4,5,4
1918,sim,feminino,34,3,5,5,4
1919,sim,feminino,34,3,5,3,3
1920,sim,feminino,35,4,4,3,3
1921,sim,masculino,37,3,3,3,5
1922,sim,feminino,35,4,5,3,5
1923,sim,feminino,34,4,1,3,3
1924,sim,feminino,34,4,5,4,2
1925,sim,feminino,42,4,4,3,3
1926,sim,feminino,34,5,3,4,2
1927,sim,feminino,34,3,5,5,4
1928,sim,feminino,34,4,5,4,2
1929,sim,masculino,34,3,5,3,1
1930,sim,masculino,36,4,4,5,4
1931,sim,masculino,34,3,2,3,5
1932,sim,masculino,37,3,3,3,5
1933,sim,feminino,34,4,4,3,3
1934,sim,feminino,35,3,4,5,4
1935,sim,feminino,41,4,4,3,5
1936,sim,feminino,34,3,5,5,4
1937,sim,feminino,34,4,4,5,4
1938,sim,masculino,34,4,4,5,4
1939,sim,feminino,34,4,4,5,4
1940,sim,feminino,35,4,4,3,3
1941,sim,feminino,34,4,4,5,4
1942,sim,feminino,34,1,3,5,4
1943,sim,feminino,34,4,5,3,3
1944,sim,feminino,34,3,5,5,4
1945,sim,feminino,34,5,5,3,5
1946,sim,feminino,35,3,4,5,4
1947,sim,masculino,34,3,2,3,5
1948,sim,masculino,34,4,4,3,5
1949,sim,feminino,41,4,4,3,5
1950,sim,feminino,34,4,4,5,4
1951,sim,feminino,34,3,2,3,3
1952,sim,feminino,41,4,4,3,5
1953,sim,feminino,42,4,4,3,3
1954,sim,feminino,34,5,4,3,5
1955,sim,feminino,34,2,2,3,3
1956,sim,masculino,36,4,4,3,3
1957,sim,feminino,35,4,4,3,3
1958,sim,masculino,36,4,4,3,3
1959,sim,feminino,34,4,3,3,3
1960,sim,masculino,37,3,3,3,5
1961,sim,feminino,35,4,5,4,2
1962,sim,feminino,35,4,4,5,4
1963,sim,feminino,34,4,5,3,3
1964,sim,masculino,34,4,4,5,4
1965,sim,feminino,34,3,5,5,4
1966,sim,masculino,34,4,4,3,5
1967,sim,feminino,34,3,5,5,4
1968,sim,feminino,35,4,5,3,5
1969,sim,feminino,35,4,4,5,4
1970,sim,feminino,34,4,4,3,5
1971,sim,masculino,36,4,4,3,3
1972,sim,feminino,34,5,5,5,4
1973,sim,masculino,34,4,4,3,5
1974,sim,feminino,41,4,4,3,5
1975,sim,feminino,34,4,4,5,5
1976,sim,feminino,34,4,4,5,5
1977,sim,feminino,35,4,4,3,3
1978,sim,feminino,34,3,5,5,4
1979,sim,feminino,34,4,4,3,3
1980,sim,feminino,35,3,5,5,4
1981,sim,feminino,34,5,5,3,5
1982,sim,feminino,41,4,4,3,5
1983,sim,feminino,41,4,4,3,5
1984,sim,feminino,34,4,4,5,4
1985,sim,feminino,35,3,4,3,3
1986,sim,feminino,35,4,5,4,2
1987,sim,feminino,35,3,5,5,4
1988,sim,feminino,35,3,5,5,4
1989,sim,feminino,34,4,4,3,3
1990,sim,feminino,34,3,5,5,4
1991,sim,feminino,34,4,4,3,5
1992,sim,feminino,36,4,4,5,4
1993,sim,feminino,34,3,5,5,4
1994,sim,feminino,34,4,4,5,4
1995,sim,feminino,34,4,4,5,5
1996,sim,feminino,34,4,4,5,4
1997,sim,feminino,35,4,5,3,5
1998,sim,masculino,37,3,3,3,5
1999,sim,feminino,34,4,4,5,4
2000,sim,masculino,36,4,4,5,4
2001,sim,masculino,34,4,4,3,5
2002,sim,feminino,34,5,5,3,5
2003,sim,feminino,34,3,5,5,4
2004,sim,feminino,35,3,4,5,4
2005,sim,feminino,34,1,3,5,4
2006,sim,feminino,35,3,4,5,4
2007,sim,feminino,34,4,5,3,3
2008,sim,masculino,36,4,4,3,3
2009,sim,masculino,34,3,4,5,4
2010,sim,feminino,36,4,4,5,4
2011,sim,feminino,35,4,4,4,2
2012,sim,feminino,34,5,4,3,5
2013,sim,feminino,35,4,4,3,3
2014,sim,feminino,34,4,4,3,5
2015,sim,feminino,35,3,4,3,3
2016,sim,masculino,34,5,4,5,4
2017,sim,feminino,34,5,4,3,5
2018,sim,feminino,34,4,4,5,5
2019,sim,feminino,36,4,4,5,4
2020,sim,feminino,34,3,5,5,4
2021,sim,feminino,34,3,5,5,4
2022,sim,feminino,35,4,5,4,2
2023,sim,masculino,34,4,4,3,5
2024,sim,feminino,34,4,4,5,4
2025,sim,feminino,34,4,4,3,3
2026,sim,masculino,34,4,4,1,3
2027,sim,feminino,34,3,5,3,3
2028,sim,feminino,35,3,5,5,4
2029,sim,masculino,34,3,4,5,4
2030,sim,feminino,35,4,5,3,5
2031,sim,masculino,36,4,4,5,4
2032,sim,feminino,35,4,4,3,3
2033,sim,feminino,42,4,4,3,3
2034,sim,feminino,35,3,4,5,4
2035,sim,feminino,34,4,3,3,3
2036,sim,masculino,34,4,4,5,4
2037,sim,feminino,34,2,2,3,3
2038,sim,masculino,34,4,4,5,4
2039,sim,feminino,34,5,5,3,5
2040,sim,masculino,34,3,4,5,4
2041,sim,masculino,35,4,4,5,4
2042,sim,masculino,34,4,4,3,5
2043,sim,feminino,34,2,5,2,3
2044,sim,feminino,35,4,5,3,5
2045,sim,feminino,34,5,4,3,5
2046,sim,feminino,35,4,4,5,4
2047,sim,feminino,34,3,2,3,3
2048,sim,feminino,35,4,4,5,4
2049,sim,feminino,34,5,5,5,4
2050,sim,feminino,35,3,5,5,4
2051,sim,masculino,36,4,4,3,3
2052,sim,feminino,34,3,5,5,4
2053,sim,masculino,34,3,5,3,1
2054,sim,masculino,36,4,4,3,3
2055,sim,feminino,34,4,4,5,4
2056,sim,masculino,35,4,4,5,4
2057,sim,feminino,34,4,4,5,4
2058,sim,feminino,34,5,3,4,2
2059,sim,feminino,35,4,4,5,4
2060,sim,masculino,34,3,5,3,1
2061,sim,feminino,34,4,5,4,2
2062,sim,feminino,34,4,4,3,3
2063,sim,feminino,34,4,4,5,4
2064,sim,feminino,42,4,4,3,3
2065,sim,feminino,35,4,4,5,4
2066,sim,masculino,34,3,4,5,4
2067,sim,feminino,34,5,5,5,4
2068,sim,masculino,37,3,3,3,5
2069,sim,feminino,34,4,1,3,3
2070,sim,feminino,34,4,5,3,3
2071,sim,feminino,34,3,2,3,3
2072,sim,masculino,36,4,4,5,4
2073,sim,feminino,34,4,3,3,3
2074,sim,feminino,35,3,5,5,4
2075,sim,masculino,35,4,4,5,4
2076,sim,feminino,35,3,4,5,4
2077,sim,masculino,34,3,2,3,5
2078,sim,feminino,41,4,4,3,5
2079,sim,feminino,34,5,3,4,2
2080,sim,masculino,34,4,4,5,4
2081,sim,feminino,36,4,4,5,4
2082,sim,masculino,34,4,4,3,3
2083,sim,feminino,34,4,1,3,3
2084,sim,masculino,35,4,4,5,4
2085,sim,masculino,34,4,4,1,3
2086,sim,feminino,35,4,5,4,2
2087,sim,masculino,34,4,4,3,5
2088,sim,feminino,34,3,5,5,4
2089,sim,feminino,35,3,4,3,3
2090,sim,feminino,35,4,5,3,5
2091,sim,feminino,34,3,5,3,3
2092,sim,feminino,34,4,5,3,3
2093,sim,feminino,35,4,4,5,4
2094,sim,feminino,34,4,4,5,4
2095,sim,feminino,36,4,4,5,4
2096,sim,feminino,35,4,5,4,2
2097,sim,feminino,35,3,4,5,4
2098,sim,feminino,34,4,5,4,2
2099,sim,feminino,34,4,4,5,4
2100,sim,masculino,34,5,4,5,4
2101,sim,feminino,34,4,4,5,4
2102,sim,feminino,35,4,4,3,3
2103,sim,masculino,34,4,4,3,3
2104,sim,masculino,35,4,4,5,4
2105,sim,masculino,36,4,4,5,4
2106,sim,masculino,34,4,4,5,4
2107,sim,feminino,34,1,3,5,4
2108,sim,feminino,34,4,4,3,3
2109,sim,feminino,34,3,2,3,3
2110,sim,feminino,34,4,1,3,3
2111,sim,feminino,35,3,4,5,4
2112,sim,masculino,34,4,4,3,5
2113,sim,feminino,34,5,5,5,4
2114,sim,feminino,34,5,3,4,2
2115,sim,feminino,41,4,4,3,5
2116,sim,feminino,35,4,4,5,4
2117,sim,feminino,34,4,4,3,5
2118,sim,masculino,34,3,4,5,4
2119,sim,feminino,34,5,4,3,5
2120,sim,masculino,37,3,3,3,5
2121,sim,masculino,34,4,4,5,4
2122,sim,masculino,36,4,4,5,4
2123,sim,masculino,34,3,4,5,4
2124,sim,feminino,34,3,2,3,3
2125,sim,masculino,34,4,4,5,4
2126,sim,feminino,34,4,4,5,4
2127,sim,masculino,35,4,4,5,4
2128,sim,feminino,34,4,4,3,5
2129,sim,feminino,34,3,5,5,4
2130,sim,feminino,35,4,4,3,3
2131,sim,feminino,39,3,4,3,3
2132,sim,feminino,36,4,4,5,4
2133,sim,feminino,34,5,5,3,5
2134,sim,feminino,34,2,5,2,3
2135,sim,feminino,34,4,4,5,4
2136,sim,masculino,34,4,4,5,4
2137,sim,masculino,36,4,4,5,4
2138,sim,feminino,35,4,5,4,2
2139,sim,feminino,34,4,5,3,3
2140,sim,feminino,34,2,2,3,3
2141,sim,feminino,35,3,4,5,4
2142,sim,feminino,34,4,4,5,4
